,Tweets,Tweets_token,rating_description_str,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
116,"Londonderry: Families march, remember ""Bloody Sunday"" victims #URL# #URL#","['Londonderry:', 'Families', 'march,', 'remember', '""Bloody', 'Sunday""', 'victims', '#URL#', '#URL#']","Londonderry: Families march, remember ""Bloody Sunday"" victims #URL# #URL#","['londonderry', ':', 'families', 'march', ',', 'remember', '``', 'bloody', 'sunday', ""''"", 'victims', '#', 'url', '#', '#', 'url', '#']","['londonderry', 'families', 'march', 'remember', '``', 'bloody', 'sunday', ""''"", 'victims', 'url', 'url']","['londonderry', 'families', 'march', 'remember', '``', 'bloody', 'sunday', ""''"", 'victims']","[('londonderry', 'NN'), ('families', 'NNS'), ('march', 'VBP'), ('remember', 'VB'), ('``', '``'), ('bloody', 'JJ'), ('sunday', 'NN'), (""''"", ""''""), ('victims', 'NNS')]","[('londonderry', 'n'), ('families', 'n'), ('march', 'v'), ('remember', 'v'), ('``', 'n'), ('bloody', 'a'), ('sunday', 'n'), (""''"", 'n'), ('victims', 'n')]","['londonderry', 'family', 'march', 'remember', '``', 'bloody', 'sunday', ""''"", 'victim']"
117,3rd edition of Build Your House expo to open in March #URL# #URL#,"['3rd', 'edition', 'of', 'Build', 'Your', 'House', 'expo', 'to', 'open', 'in', 'March', '#URL#', '#URL#']",3rd edition of Build Your House expo to open in March #URL# #URL#,"['3rd', 'edition', 'of', 'build', 'your', 'house', 'expo', 'to', 'open', 'in', 'march', '#', 'url', '#', '#', 'url', '#']","['3rd', 'edition', 'of', 'build', 'your', 'house', 'expo', 'to', 'open', 'in', 'march', 'url', 'url']","['3rd', 'edition', 'build', 'your', 'house', 'expo', 'to', 'open', 'in', 'march']","[('3rd', 'CD'), ('edition', 'NN'), ('build', 'VB'), ('your', 'PRP$'), ('house', 'NN'), ('expo', 'NN'), ('to', 'TO'), ('open', 'VB'), ('in', 'IN'), ('march', 'NN')]","[('3rd', 'n'), ('edition', 'n'), ('build', 'v'), ('your', 'n'), ('house', 'n'), ('expo', 'n'), ('to', 'n'), ('open', 'v'), ('in', 'n'), ('march', 'n')]","['3rd', 'edition', 'build', 'your', 'house', 'expo', 'to', 'open', 'in', 'march']"
118,"Multimedia Ministry will step up engagement to help creative industry players, says Annuar Musa #URL# #URL#","['Multimedia', 'Ministry', 'will', 'step', 'up', 'engagement', 'to', 'help', 'creative', 'industry', 'players,', 'says', 'Annuar', 'Musa', '#URL#', '#URL#']","Multimedia Ministry will step up engagement to help creative industry players, says Annuar Musa #URL# #URL#","['multimedia', 'ministry', 'will', 'step', 'up', 'engagement', 'to', 'help', 'creative', 'industry', 'players', ',', 'says', 'annuar', 'musa', '#', 'url', '#', '#', 'url', '#']","['multimedia', 'ministry', 'will', 'step', 'up', 'engagement', 'to', 'help', 'creative', 'industry', 'players', 'says', 'annuar', 'musa', 'url', 'url']","['multimedia', 'ministry', 'will', 'step', 'up', 'engagement', 'to', 'help', 'creative', 'industry', 'players', 'says', 'annuar', 'musa']","[('multimedia', 'NN'), ('ministry', 'NN'), ('will', 'MD'), ('step', 'VB'), ('up', 'RB'), ('engagement', 'NN'), ('to', 'TO'), ('help', 'VB'), ('creative', 'JJ'), ('industry', 'NN'), ('players', 'NNS'), ('says', 'VBZ'), ('annuar', 'NN'), ('musa', 'NN')]","[('multimedia', 'n'), ('ministry', 'n'), ('will', 'n'), ('step', 'v'), ('up', 'r'), ('engagement', 'n'), ('to', 'n'), ('help', 'v'), ('creative', 'a'), ('industry', 'n'), ('players', 'n'), ('says', 'v'), ('annuar', 'n'), ('musa', 'n')]","['multimedia', 'ministry', 'will', 'step', 'up', 'engagement', 'to', 'help', 'creative', 'industry', 'player', 'say', 'annuar', 'musa']"
119,What are the reasons behind the 'Great Resignation' in the US? #URL# #URL#,"['What', 'are', 'the', 'reasons', 'behind', 'the', ""'Great"", ""Resignation'"", 'in', 'the', 'US?', '#URL#', '#URL#']",What are the reasons behind the 'Great Resignation' in the US? #URL# #URL#,"['what', 'are', 'the', 'reasons', 'behind', 'the', ""'great"", 'resignation', ""'"", 'in', 'the', 'us', '?', '#', 'url', '#', '#', 'url', '#']","['what', 'are', 'the', 'reasons', 'behind', 'the', ""'great"", 'resignation', 'in', 'the', 'us', 'url', 'url']","['what', 'are', 'reasons', 'behind', ""'great"", 'resignation', 'in', 'us']","[('what', 'WDT'), ('are', 'VBP'), ('reasons', 'NNS'), ('behind', 'IN'), (""'great"", 'JJ'), ('resignation', 'NN'), ('in', 'IN'), ('us', 'PRP')]","[('what', 'n'), ('are', 'v'), ('reasons', 'n'), ('behind', 'n'), (""'great"", 'a'), ('resignation', 'n'), ('in', 'n'), ('us', 'n')]","['what', 'be', 'reason', 'behind', ""'great"", 'resignation', 'in', 'u']"
120,Syrian refugees deported from Turkey for 'provocative' banana-eating #URL# #URL#,"['Syrian', 'refugees', 'deported', 'from', 'Turkey', 'for', ""'provocative'"", 'banana-eating', '#URL#', '#URL#']",Syrian refugees deported from Turkey for 'provocative' banana-eating #URL# #URL#,"['syrian', 'refugees', 'deported', 'from', 'turkey', 'for', ""'provocative"", ""'"", 'banana-eating', '#', 'url', '#', '#', 'url', '#']","['syrian', 'refugees', 'deported', 'from', 'turkey', 'for', ""'provocative"", 'banana-eating', 'url', 'url']","['syrian', 'refugees', 'deported', 'from', 'turkey', ""'provocative"", 'banana-eating']","[('syrian', 'JJ'), ('refugees', 'NNS'), ('deported', 'VBN'), ('from', 'IN'), ('turkey', 'JJ'), (""'provocative"", 'CD'), ('banana-eating', 'NN')]","[('syrian', 'a'), ('refugees', 'n'), ('deported', 'v'), ('from', 'n'), ('turkey', 'a'), (""'provocative"", 'n'), ('banana-eating', 'n')]","['syrian', 'refugee', 'deport', 'from', 'turkey', ""'provocative"", 'banana-eating']"
121,AIADMK condemns attack on GCC official; urges action against DMK MLA K.P. Shankar #URL# #URL#,"['AIADMK', 'condemns', 'attack', 'on', 'GCC', 'official;', 'urges', 'action', 'against', 'DMK', 'MLA', 'K.P.', 'Shankar', '#URL#', '#URL#']",AIADMK condemns attack on GCC official; urges action against DMK MLA K.P. Shankar #URL# #URL#,"['aiadmk', 'condemns', 'attack', 'on', 'gcc', 'official', ';', 'urges', 'action', 'against', 'dmk', 'mla', 'k.p', '.', 'shankar', '#', 'url', '#', '#', 'url', '#']","['aiadmk', 'condemns', 'attack', 'on', 'gcc', 'official', 'urges', 'action', 'against', 'dmk', 'mla', 'k.p', 'shankar', 'url', 'url']","['aiadmk', 'condemns', 'attack', 'on', 'gcc', 'official', 'urges', 'action', 'against', 'dmk', 'mla', 'k.p', 'shankar']","[('aiadmk', 'JJ'), ('condemns', 'VBZ'), ('attack', 'NN'), ('on', 'IN'), ('gcc', 'NN'), ('official', 'NN'), ('urges', 'JJ'), ('action', 'NN'), ('against', 'IN'), ('dmk', 'NN'), ('mla', 'NN'), ('k.p', 'NN'), ('shankar', 'NN')]","[('aiadmk', 'a'), ('condemns', 'v'), ('attack', 'n'), ('on', 'n'), ('gcc', 'n'), ('official', 'n'), ('urges', 'a'), ('action', 'n'), ('against', 'n'), ('dmk', 'n'), ('mla', 'n'), ('k.p', 'n'), ('shankar', 'n')]","['aiadmk', 'condemn', 'attack', 'on', 'gcc', 'official', 'urges', 'action', 'against', 'dmk', 'mla', 'k.p', 'shankar']"
122,Japan: Pregnant women with coronavirus facing hospital bed shortage #URL# #URL#,"['Japan:', 'Pregnant', 'women', 'with', 'coronavirus', 'facing', 'hospital', 'bed', 'shortage', '#URL#', '#URL#']",Japan: Pregnant women with coronavirus facing hospital bed shortage #URL# #URL#,"['japan', ':', 'pregnant', 'women', 'with', 'coronavirus', 'facing', 'hospital', 'bed', 'shortage', '#', 'url', '#', '#', 'url', '#']","['japan', 'pregnant', 'women', 'with', 'coronavirus', 'facing', 'hospital', 'bed', 'shortage', 'url', 'url']","['japan', 'pregnant', 'women', 'with', 'coronavirus', 'facing', 'hospital', 'bed', 'shortage']","[('japan', 'NN'), ('pregnant', 'JJ'), ('women', 'NNS'), ('with', 'IN'), ('coronavirus', 'NN'), ('facing', 'VBG'), ('hospital', 'NN'), ('bed', 'VBD'), ('shortage', 'NN')]","[('japan', 'n'), ('pregnant', 'a'), ('women', 'n'), ('with', 'n'), ('coronavirus', 'n'), ('facing', 'v'), ('hospital', 'n'), ('bed', 'v'), ('shortage', 'n')]","['japan', 'pregnant', 'woman', 'with', 'coronavirus', 'face', 'hospital', 'bed', 'shortage']"
123,Two more ISIS members arrested by SDF in Heseke #URL# #URL#,"['Two', 'more', 'ISIS', 'members', 'arrested', 'by', 'SDF', 'in', 'Heseke', '#URL#', '#URL#']",Two more ISIS members arrested by SDF in Heseke #URL# #URL#,"['two', 'more', 'isis', 'members', 'arrested', 'by', 'sdf', 'in', 'heseke', '#', 'url', '#', '#', 'url', '#']","['two', 'more', 'isis', 'members', 'arrested', 'by', 'sdf', 'in', 'heseke', 'url', 'url']","['two', 'more', 'isis', 'members', 'arrested', 'by', 'sdf', 'in', 'heseke']","[('two', 'CD'), ('more', 'JJR'), ('isis', 'NN'), ('members', 'NNS'), ('arrested', 'VBN'), ('by', 'IN'), ('sdf', 'NN'), ('in', 'IN'), ('heseke', 'NN')]","[('two', 'n'), ('more', 'a'), ('isis', 'n'), ('members', 'n'), ('arrested', 'v'), ('by', 'n'), ('sdf', 'n'), ('in', 'n'), ('heseke', 'n')]","['two', 'more', 'isi', 'member', 'arrest', 'by', 'sdf', 'in', 'heseke']"
124,Nato chief says no plans to send combat troops to Ukraine if Russia invades #URL# #URL#,"['Nato', 'chief', 'says', 'no', 'plans', 'to', 'send', 'combat', 'troops', 'to', 'Ukraine', 'if', 'Russia', 'invades', '#URL#', '#URL#']",Nato chief says no plans to send combat troops to Ukraine if Russia invades #URL# #URL#,"['nato', 'chief', 'says', 'no', 'plans', 'to', 'send', 'combat', 'troops', 'to', 'ukraine', 'if', 'russia', 'invades', '#', 'url', '#', '#', 'url', '#']","['nato', 'chief', 'says', 'no', 'plans', 'to', 'send', 'combat', 'troops', 'to', 'ukraine', 'if', 'russia', 'invades', 'url', 'url']","['nato', 'chief', 'says', 'no', 'plans', 'to', 'send', 'combat', 'troops', 'to', 'ukraine', 'if', 'russia', 'invades']","[('nato', 'RB'), ('chief', 'NN'), ('says', 'VBZ'), ('no', 'DT'), ('plans', 'NNS'), ('to', 'TO'), ('send', 'VB'), ('combat', 'NN'), ('troops', 'NNS'), ('to', 'TO'), ('ukraine', 'VB'), ('if', 'IN'), ('russia', 'NN'), ('invades', 'NNS')]","[('nato', 'r'), ('chief', 'n'), ('says', 'v'), ('no', 'n'), ('plans', 'n'), ('to', 'n'), ('send', 'v'), ('combat', 'n'), ('troops', 'n'), ('to', 'n'), ('ukraine', 'v'), ('if', 'n'), ('russia', 'n'), ('invades', 'n')]","['nato', 'chief', 'say', 'no', 'plan', 'to', 'send', 'combat', 'troop', 'to', 'ukraine', 'if', 'russia', 'invades']"
125,Strap in for highs and lows with the pandemic novel 'How High We Go in the Dark' #URL# #URL#,"['Strap', 'in', 'for', 'highs', 'and', 'lows', 'with', 'the', 'pandemic', 'novel', ""'How"", 'High', 'We', 'Go', 'in', 'the', ""Dark'"", '#URL#', '#URL#']",Strap in for highs and lows with the pandemic novel 'How High We Go in the Dark' #URL# #URL#,"['strap', 'in', 'for', 'highs', 'and', 'lows', 'with', 'the', 'pandemic', 'novel', ""'how"", 'high', 'we', 'go', 'in', 'the', 'dark', ""'"", '#', 'url', '#', '#', 'url', '#']","['strap', 'in', 'for', 'highs', 'and', 'lows', 'with', 'the', 'pandemic', 'novel', ""'how"", 'high', 'we', 'go', 'in', 'the', 'dark', 'url', 'url']","['strap', 'in', 'highs', 'and', 'lows', 'with', 'pandemic', 'novel', ""'how"", 'high', 'we', 'go', 'in', 'dark']","[('strap', 'NN'), ('in', 'IN'), ('highs', 'NNS'), ('and', 'CC'), ('lows', 'NNS'), ('with', 'IN'), ('pandemic', 'JJ'), ('novel', 'NN'), (""'how"", 'RB'), ('high', 'JJ'), ('we', 'PRP'), ('go', 'VBP'), ('in', 'IN'), ('dark', 'NN')]","[('strap', 'n'), ('in', 'n'), ('highs', 'n'), ('and', 'n'), ('lows', 'n'), ('with', 'n'), ('pandemic', 'a'), ('novel', 'n'), (""'how"", 'r'), ('high', 'a'), ('we', 'n'), ('go', 'v'), ('in', 'n'), ('dark', 'n')]","['strap', 'in', 'high', 'and', 'low', 'with', 'pandemic', 'novel', ""'how"", 'high', 'we', 'go', 'in', 'dark']"
126,Qatar envoy lays foundation for building mosque in Ivory Coast #URL# #URL#,"['Qatar', 'envoy', 'lays', 'foundation', 'for', 'building', 'mosque', 'in', 'Ivory', 'Coast', '#URL#', '#URL#']",Qatar envoy lays foundation for building mosque in Ivory Coast #URL# #URL#,"['qatar', 'envoy', 'lays', 'foundation', 'for', 'building', 'mosque', 'in', 'ivory', 'coast', '#', 'url', '#', '#', 'url', '#']","['qatar', 'envoy', 'lays', 'foundation', 'for', 'building', 'mosque', 'in', 'ivory', 'coast', 'url', 'url']","['qatar', 'envoy', 'lays', 'foundation', 'building', 'mosque', 'in', 'ivory', 'coast']","[('qatar', 'NN'), ('envoy', 'NN'), ('lays', 'VBZ'), ('foundation', 'NN'), ('building', 'NN'), ('mosque', 'NN'), ('in', 'IN'), ('ivory', 'NN'), ('coast', 'NN')]","[('qatar', 'n'), ('envoy', 'n'), ('lays', 'v'), ('foundation', 'n'), ('building', 'n'), ('mosque', 'n'), ('in', 'n'), ('ivory', 'n'), ('coast', 'n')]","['qatar', 'envoy', 'lay', 'foundation', 'building', 'mosque', 'in', 'ivory', 'coast']"
127,Tom Brady retirement may have domino effect on Bucs roster #URL# #URL#,"['Tom', 'Brady', 'retirement', 'may', 'have', 'domino', 'effect', 'on', 'Bucs', 'roster', '#URL#', '#URL#']",Tom Brady retirement may have domino effect on Bucs roster #URL# #URL#,"['tom', 'brady', 'retirement', 'may', 'have', 'domino', 'effect', 'on', 'bucs', 'roster', '#', 'url', '#', '#', 'url', '#']","['tom', 'brady', 'retirement', 'may', 'have', 'domino', 'effect', 'on', 'bucs', 'roster', 'url', 'url']","['tom', 'brady', 'retirement', 'may', 'domino', 'effect', 'on', 'bucs', 'roster']","[('tom', 'NN'), ('brady', 'JJ'), ('retirement', 'NN'), ('may', 'MD'), ('domino', 'VB'), ('effect', 'NN'), ('on', 'IN'), ('bucs', 'NN'), ('roster', 'NN')]","[('tom', 'n'), ('brady', 'a'), ('retirement', 'n'), ('may', 'n'), ('domino', 'v'), ('effect', 'n'), ('on', 'n'), ('bucs', 'n'), ('roster', 'n')]","['tom', 'brady', 'retirement', 'may', 'domino', 'effect', 'on', 'bucs', 'roster']"
128,Peace in Kurdistan Campaign protests ban on Kurdish publications and music #URL# #URL#,"['Peace', 'in', 'Kurdistan', 'Campaign', 'protests', 'ban', 'on', 'Kurdish', 'publications', 'and', 'music', '#URL#', '#URL#']",Peace in Kurdistan Campaign protests ban on Kurdish publications and music #URL# #URL#,"['peace', 'in', 'kurdistan', 'campaign', 'protests', 'ban', 'on', 'kurdish', 'publications', 'and', 'music', '#', 'url', '#', '#', 'url', '#']","['peace', 'in', 'kurdistan', 'campaign', 'protests', 'ban', 'on', 'kurdish', 'publications', 'and', 'music', 'url', 'url']","['peace', 'in', 'kurdistan', 'campaign', 'protests', 'ban', 'on', 'kurdish', 'publications', 'and', 'music']","[('peace', 'NN'), ('in', 'IN'), ('kurdistan', 'NN'), ('campaign', 'NN'), ('protests', 'VBZ'), ('ban', 'NN'), ('on', 'IN'), ('kurdish', 'JJ'), ('publications', 'NNS'), ('and', 'CC'), ('music', 'NN')]","[('peace', 'n'), ('in', 'n'), ('kurdistan', 'n'), ('campaign', 'n'), ('protests', 'v'), ('ban', 'n'), ('on', 'n'), ('kurdish', 'a'), ('publications', 'n'), ('and', 'n'), ('music', 'n')]","['peace', 'in', 'kurdistan', 'campaign', 'protest', 'ban', 'on', 'kurdish', 'publication', 'and', 'music']"
129,"New EU framework 'will not solve' plight of Roma people in Europe, says activist #URL# #URL#","['New', 'EU', 'framework', ""'will"", 'not', ""solve'"", 'plight', 'of', 'Roma', 'people', 'in', 'Europe,', 'says', 'activist', '#URL#', '#URL#']","New EU framework 'will not solve' plight of Roma people in Europe, says activist #URL# #URL#","['new', 'eu', 'framework', ""'will"", 'not', 'solve', ""'"", 'plight', 'of', 'roma', 'people', 'in', 'europe', ',', 'says', 'activist', '#', 'url', '#', '#', 'url', '#']","['new', 'eu', 'framework', ""'will"", 'not', 'solve', 'plight', 'of', 'roma', 'people', 'in', 'europe', 'says', 'activist', 'url', 'url']","['new', 'eu', 'framework', ""'will"", 'not', 'solve', 'plight', 'roma', 'people', 'in', 'europe', 'says', 'activist']","[('new', 'JJ'), ('eu', 'NN'), ('framework', 'NN'), (""'will"", 'MD'), ('not', 'RB'), ('solve', 'VB'), ('plight', 'JJ'), ('roma', 'NN'), ('people', 'NNS'), ('in', 'IN'), ('europe', 'NN'), ('says', 'VBZ'), ('activist', 'NN')]","[('new', 'a'), ('eu', 'n'), ('framework', 'n'), (""'will"", 'n'), ('not', 'r'), ('solve', 'v'), ('plight', 'a'), ('roma', 'n'), ('people', 'n'), ('in', 'n'), ('europe', 'n'), ('says', 'v'), ('activist', 'n')]","['new', 'eu', 'framework', ""'will"", 'not', 'solve', 'plight', 'rom', 'people', 'in', 'europe', 'say', 'activist']"
130,Two teens killed in crash with lorry #URL# #URL#,"['Two', 'teens', 'killed', 'in', 'crash', 'with', 'lorry', '#URL#', '#URL#']",Two teens killed in crash with lorry #URL# #URL#,"['two', 'teens', 'killed', 'in', 'crash', 'with', 'lorry', '#', 'url', '#', '#', 'url', '#']","['two', 'teens', 'killed', 'in', 'crash', 'with', 'lorry', 'url', 'url']","['two', 'teens', 'killed', 'in', 'crash', 'with', 'lorry']","[('two', 'CD'), ('teens', 'NNS'), ('killed', 'VBN'), ('in', 'IN'), ('crash', 'NN'), ('with', 'IN'), ('lorry', 'NN')]","[('two', 'n'), ('teens', 'n'), ('killed', 'v'), ('in', 'n'), ('crash', 'n'), ('with', 'n'), ('lorry', 'n')]","['two', 'teen', 'kill', 'in', 'crash', 'with', 'lorry']"
131,LEGO Celebrates 64th Birthday of LEGO Brick #URL# #URL#,"['LEGO', 'Celebrates', '64th', 'Birthday', 'of', 'LEGO', 'Brick', '#URL#', '#URL#']",LEGO Celebrates 64th Birthday of LEGO Brick #URL# #URL#,"['lego', 'celebrates', '64th', 'birthday', 'of', 'lego', 'brick', '#', 'url', '#', '#', 'url', '#']","['lego', 'celebrates', '64th', 'birthday', 'of', 'lego', 'brick', 'url', 'url']","['lego', 'celebrates', '64th', 'birthday', 'lego', 'brick']","[('lego', 'NN'), ('celebrates', 'VBZ'), ('64th', 'CD'), ('birthday', 'NN'), ('lego', 'NN'), ('brick', 'NN')]","[('lego', 'n'), ('celebrates', 'v'), ('64th', 'n'), ('birthday', 'n'), ('lego', 'n'), ('brick', 'n')]","['lego', 'celebrate', '64th', 'birthday', 'lego', 'brick']"
132,NHL roundup: Maple Leafs tally 5 third-period goals in win #URL# #URL#,"['NHL', 'roundup:', 'Maple', 'Leafs', 'tally', '5', 'third-period', 'goals', 'in', 'win', '#URL#', '#URL#']",NHL roundup: Maple Leafs tally 5 third-period goals in win #URL# #URL#,"['nhl', 'roundup', ':', 'maple', 'leafs', 'tally', '5', 'third-period', 'goals', 'in', 'win', '#', 'url', '#', '#', 'url', '#']","['nhl', 'roundup', 'maple', 'leafs', 'tally', '5', 'third-period', 'goals', 'in', 'win', 'url', 'url']","['nhl', 'roundup', 'maple', 'leafs', 'tally', '5', 'third-period', 'goals', 'in', 'win']","[('nhl', 'JJ'), ('roundup', 'NN'), ('maple', 'NN'), ('leafs', 'VBP'), ('tally', 'RB'), ('5', 'CD'), ('third-period', 'JJ'), ('goals', 'NNS'), ('in', 'IN'), ('win', 'NN')]","[('nhl', 'a'), ('roundup', 'n'), ('maple', 'n'), ('leafs', 'v'), ('tally', 'r'), ('5', 'n'), ('third-period', 'a'), ('goals', 'n'), ('in', 'n'), ('win', 'n')]","['nhl', 'roundup', 'maple', 'leaf', 'tally', '5', 'third-period', 'goal', 'in', 'win']"
133,"KXP Airport City, POS Aviation sign MoU on air cargo handling at Kedah Aerotropolis #URL# #URL#","['KXP', 'Airport', 'City,', 'POS', 'Aviation', 'sign', 'MoU', 'on', 'air', 'cargo', 'handling', 'at', 'Kedah', 'Aerotropolis', '#URL#', '#URL#']","KXP Airport City, POS Aviation sign MoU on air cargo handling at Kedah Aerotropolis #URL# #URL#","['kxp', 'airport', 'city', ',', 'pos', 'aviation', 'sign', 'mou', 'on', 'air', 'cargo', 'handling', 'at', 'kedah', 'aerotropolis', '#', 'url', '#', '#', 'url', '#']","['kxp', 'airport', 'city', 'pos', 'aviation', 'sign', 'mou', 'on', 'air', 'cargo', 'handling', 'at', 'kedah', 'aerotropolis', 'url', 'url']","['kxp', 'airport', 'city', 'pos', 'aviation', 'sign', 'mou', 'on', 'air', 'cargo', 'handling', 'at', 'kedah', 'aerotropolis']","[('kxp', 'JJ'), ('airport', 'NN'), ('city', 'NN'), ('pos', 'NN'), ('aviation', 'NN'), ('sign', 'NN'), ('mou', 'NN'), ('on', 'IN'), ('air', 'NN'), ('cargo', 'NN'), ('handling', 'VBG'), ('at', 'IN'), ('kedah', 'NN'), ('aerotropolis', 'NN')]","[('kxp', 'a'), ('airport', 'n'), ('city', 'n'), ('pos', 'n'), ('aviation', 'n'), ('sign', 'n'), ('mou', 'n'), ('on', 'n'), ('air', 'n'), ('cargo', 'n'), ('handling', 'v'), ('at', 'n'), ('kedah', 'n'), ('aerotropolis', 'n')]","['kxp', 'airport', 'city', 'po', 'aviation', 'sign', 'mou', 'on', 'air', 'cargo', 'handle', 'at', 'kedah', 'aerotropolis']"
134,"Army personnel detain four illegal immigrants near Tanjung Sedili, Johor #URL# #URL#","['Army', 'personnel', 'detain', 'four', 'illegal', 'immigrants', 'near', 'Tanjung', 'Sedili,', 'Johor', '#URL#', '#URL#']","Army personnel detain four illegal immigrants near Tanjung Sedili, Johor #URL# #URL#","['army', 'personnel', 'detain', 'four', 'illegal', 'immigrants', 'near', 'tanjung', 'sedili', ',', 'johor', '#', 'url', '#', '#', 'url', '#']","['army', 'personnel', 'detain', 'four', 'illegal', 'immigrants', 'near', 'tanjung', 'sedili', 'johor', 'url', 'url']","['army', 'personnel', 'detain', 'four', 'illegal', 'immigrants', 'near', 'tanjung', 'sedili', 'johor']","[('army', 'NN'), ('personnel', 'NNS'), ('detain', 'VBP'), ('four', 'CD'), ('illegal', 'JJ'), ('immigrants', 'NNS'), ('near', 'IN'), ('tanjung', 'NN'), ('sedili', 'NN'), ('johor', 'NN')]","[('army', 'n'), ('personnel', 'n'), ('detain', 'v'), ('four', 'n'), ('illegal', 'a'), ('immigrants', 'n'), ('near', 'n'), ('tanjung', 'n'), ('sedili', 'n'), ('johor', 'n')]","['army', 'personnel', 'detain', 'four', 'illegal', 'immigrant', 'near', 'tanjung', 'sedili', 'johor']"
